"Codigo_especie","Provincia","Parametro","F.c.","Par_esp","Modelo","a","b","c","d","p","q","r","R2","Especie"
946,12,"VCC",2,"0",11,0,0,0,0,0.0030618,1.65848,0.72504,0.92714,NA
946,12,"VSC",2,"0",7,-7.08,0.6833532,0.0001457,0,0,0,0,0.99407,NA
946,37,"VLE",5,"12",12,0,0,0,0,0.0007412,2.13951,0,0.4613,NA
946,13,"IAVC",1,"0",16,1.13002,3.61e-05,0,0,0,0,0,0.51707,NA
946,14,"VLE",5,"0",12,0,0,0,0,0.0007412,2.13951,0,0.46133,NA
946,10,"VLE",5,"12",12,0,0,0,0,0.0007412,2.13951,0,0.46133,NA
946,37,"VSC",1,"12",7,-0.68,0.7806408,3.83e-05,0,0,0,0,0.992,NA
946,14,"VSC",5,"0",7,-10.08,0.8571761,-1e-05,0,0,0,0,0.98862,NA
946,5,"VLE",2,"12",12,0,0,0,0,3.19e-05,2.56596,0,0.60909,NA
946,17,"IAVC",3,"12",19,1.07871,-0.010186143,6.9122e-05,-3.00442e-08,0,0,0,0.383114003,NA
946,5,"VLE",4,"12",12,0,0,0,0,3.19e-05,2.56596,0,0.60909,NA
946,10,"VCC",1,"12",1,108.84,0.0002272,0,0,0,0,0,0.93499,NA
946,12,"VLE",5,"12",12,0,0,0,0,0.0007412,2.13951,0,0.46133,NA
946,12,"VCC",1,"0",11,0,0,0,0,0.0030618,1.65848,0.72504,0.92714,NA
946,12,"IAVC",1,"0",19,1.25371,-0.0100366,7.44e-05,-6.784e-08,0,0,0,0.4438,NA
946,13,"VSC",5,"0",7,-18.2,0.8640152,2.14e-05,0,0,0,0,0.9943,NA
946,37,"VCC",1,"12",11,0,0,0,0,0.0010514,1.90686,0.57297,0.9614,NA
946,12,"VSC",5,"0",7,-7.08,0.6833532,0.0001457,0,0,0,0,0.99407,NA
946,12,"IAVC",5,"0",19,1.25371,-0.0100366,7.44e-05,-6.784e-08,0,0,0,0.4438,NA
946,5,"VCC",2,"12",11,0,0,0,0,0.0006635,1.98454,0.63146,0.99678,NA
946,17,"IAVC",5,"12",19,1.07871,-0.010186143,6.9122e-05,-3.00442e-08,0,0,0,0.383114003,NA
946,13,"VSC",4,"0",7,-18.2,0.8640152,2.14e-05,0,0,0,0,0.9943,NA
946,5,"IAVC",4,"12",19,0.81908,0.0011334,1.07e-05,-5e-09,0,0,0,0.34589,NA
946,13,"VCC",4,"0",11,0,0,0,0,0.0002596,2.14663,0.43109,0.93184,NA
946,10,"VSC",1,"12",7,18.37,0.6900157,0.0001371,0,0,0,0,0.97511,NA
946,17,"VCC",5,"12",1,73.95,0.0002163,0,0,0,0,0,0.999989986419678,NA
946,17,"VLE",4,"12",12,0,0,0,0,0.0007412,2.13951,0,0.461329996585846,NA
946,5,"VSC",2,"12",7,-4.69,0.8302011,1.34e-05,0,0,0,0,0.99899,NA
946,14,"IAVC",5,"0",20,0.57774,0.0089598,0,1.324e-08,0,0,0,0.35805,NA
946,5,"VSC",4,"12",7,-11.35,0.8903581,1.44e-05,0,0,0,0,0.99618,NA
946,17,"VLE",5,"12",12,0,0,0,0,0.0007412,2.13951,0,0.461329996585846,NA
946,17,"VSC",3,"12",7,3.64,0.4177693,0.0004225,0,0,0,0,0.976549983024597,NA
946,5,"IAVC",2,"12",19,0.81908,0.0011334,1.07e-05,-5e-09,0,0,0,0.34589,NA
946,13,"VCC",2,"0",11,0,0,0,0,0.0002596,2.14663,0.43109,0.93184,NA
946,5,"VCC",4,"12",11,0,0,0,0,0.0008528,2.06375,0.06101,0.97381,NA
946,17,"VCC",3,"12",1,23.44,0.0002771,0,0,0,0,0,0.982479989528656,NA
946,17,"VSC",5,"12",7,-32.89,0.6899742,8.74e-05,0,0,0,0,0.94811999797821,NA
946,5,"VLE",3,"12",12,0,0,0,0,3.19e-05,2.56596,0,0.60909,NA
946,17,"IAVC",4,"12",19,1.07871,-0.010186143,6.9122e-05,-3.00442e-08,0,0,0,0.383114003,NA
946,5,"IAVC",3,"12",19,0.81908,0.0011334,1.07e-05,-5e-09,0,0,0,0.34589,NA
946,5,"VSC",3,"12",7,-4.69,0.8302011,1.34e-05,0,0,0,0,0.99899,NA
946,5,"VCC",3,"12",11,0,0,0,0,0.0006635,1.98454,0.63146,0.99678,NA
